year,month,dest,lat,lon,count
2021,2,KBWI,39.175400,-76.668297,2880
2020,1,KSMF,38.695400,-121.591003,2876
2019,1,KDAL,32.847099,-96.851799,2857
2020,8,KEWR,40.692501,-74.168701,2849
2019,4,KSJC,37.362598,-121.929001,2846
2019,11,KMCI,39.297600,-94.713898,2846
2020,7,KDAL,32.847099,-96.851799,2846
2021,2,KBOS,42.364300,-71.005203,2844
2019,10,KIAD,38.944500,-77.455803,2843
2019,6,KAUS,30.194500,-97.669899,2840
2020,10,KEWR,40.692501,-74.168701,2838
2019,7,KDEN,39.861698,-104.672997,2833
2019,11,KOAK,37.721298,-122.221001,2824
2020,2,KHOU,29.645399,-95.278900,2822
2019,9,KRDU,35.877602,-78.787498,2806
2020,3,KHOU,29.645399,-95.278900,2805
2019,3,KEWR,40.692501,-74.168701,2804
2020,10,KDAL,32.847099,-96.851799,2804
2019,8,KOAK,37.721298,-122.221001,2795
2020,9,KDAL,32.847099,-96.851799,2795
2019,8,KRDU,35.877602,-78.787498,2788
2019,5,KAUS,30.194500,-97.669899,2782
2020,11,KDAL,32.847099,-96.851799,2777
2020,1,KMCI,39.297600,-94.713898,2768
2019,12,KOAK,37.721298,-122.221001,2761
2021,1,KSAN,32.733601,-117.190002,2749
2019,2,KDAL,32.847099,-96.851799,2748
2019,1,KDTW,42.212399,-83.353401,2741
2019,5,KEWR,40.692501,-74.168701,2726
2020,2,KRDU,35.877602,-78.787498,2719
2019,10,KSNA,33.675701,-117.867996,2713
2019,12,KSNA,33.675701,-117.867996,2708
2019,9,KHOU,29.645399,-95.278900,2705
2020,2,KMCI,39.297600,-94.713898,2705
2019,2,KMIA,25.793200,-80.290604,2704
2019,7,KOAK,37.721298,-122.221001,2697
2019,12,KPDX,45.588699,-122.598000,2696
2019,12,KDTW,42.212399,-83.353401,2695
2019,8,KSNA,33.675701,-117.867996,2688
2021,1,KEWR,40.692501,-74.168701,2686
2019,9,KCLT,35.214001,-80.943100,2678
2020,1,KSNA,33.675701,-117.867996,2677
2020,3,KSMF,38.695400,-121.591003,2673
2019,6,KHOU,29.645399,-95.278900,2668
2021,1,KRSW,26.536200,-81.755203,2668
2019,4,KEWR,40.692501,-74.168701,2666
2019,3,KSJC,37.362598,-121.929001,2663
2019,9,KPDX,45.588699,-122.598000,2660
2019,9,KSMF,38.695400,-121.591003,2658
2019,5,KSMF,38.695400,-121.591003,2657
2019,1,KPHL,39.871899,-75.241096,2654
2019,2,KCLT,35.214001,-80.943100,2641
2019,4,KSTL,38.748697,-90.370003,2640
2019,10,KSAT,29.533701,-98.469803,2634
2020,12,KRSW,26.536200,-81.755203,2633
2019,6,KMCI,39.297600,-94.713898,2631
2019,11,KSNA,33.675701,-117.867996,2616
2019,1,KSJC,37.362598,-121.929001,2614
2019,1,KDCA,38.852100,-77.037697,2611
2020,1,KRSW,26.536200,-81.755203,2608
2020,12,KDAL,32.847099,-96.851799,2596
2020,7,KEWR,40.692501,-74.168701,2583
2020,1,KOAK,37.721298,-122.221001,2579
2020,3,KMCI,39.297600,-94.713898,2569
2020,2,KSNA,33.675701,-117.867996,2564
2019,2,KDCA,38.852100,-77.037697,2559
2019,11,KSAT,29.533701,-98.469803,2558
2019,8,KIAD,38.944500,-77.455803,2558
2020,9,KFLL,26.072599,-80.152702,2555
2021,3,KLGA,40.777199,-73.872597,2552
2019,5,KMCI,39.297600,-94.713898,2550
2020,10,KPHL,39.871899,-75.241096,2547
2019,12,KIAD,38.944500,-77.455803,2546
2019,5,KSNA,33.675701,-117.867996,2543
2020,11,KPHL,39.871899,-75.241096,2532
2019,7,KRDU,35.877602,-78.787498,2531
2020,5,KMDW,41.785999,-87.752403,2529
2021,1,KDAL,32.847099,-96.851799,2528
2019,3,KDCA,38.852100,-77.037697,2525
2019,10,KPDX,45.588699,-122.598000,2522
2019,7,KSNA,33.675701,-117.867996,2521
2019,9,KOAK,37.721298,-122.221001,2516
2019,7,KIAD,38.944500,-77.455803,2509
2019,3,KCLT,35.214001,-80.943100,2501
2019,1,KCLT,35.214001,-80.943100,2496
2021,2,KRSW,26.536200,-81.755203,2493
2019,2,KSJC,37.362598,-121.929001,2490
2019,12,KSAT,29.533701,-98.469803,2483
2020,2,KOAK,37.721298,-122.221001,2477
2019,11,KIAD,38.944500,-77.455803,2473
2021,2,KMDW,41.785999,-87.752403,2472
2020,10,KJFK,40.639801,-73.778900,2470
2020,6,KSEA,47.449001,-122.308998,2451
2020,7,KDCA,38.852100,-77.037697,2445
2019,6,KSNA,33.675701,-117.867996,2437
2020,7,KJFK,40.639801,-73.778900,2437
2019,3,KSTL,38.748697,-90.370003,2434
2020,7,KLGA,40.777199,-73.872597,2433
2019,2,KMDW,41.785999,-87.752403,2432
2019,6,KRDU,35.877602,-78.787498,2431
2019,9,KSNA,33.675701,-117.867996,2430
2019,5,KHOU,29.645399,-95.278900,2427
2021,2,KSAN,32.733601,-117.190002,2426
2019,6,KOAK,37.721298,-122.221001,2423
2019,5,KOAK,37.721298,-122.221001,2416
2020,3,KRDU,35.877602,-78.787498,2415
2019,9,KMCO,28.429399,-81.308998,2399
2019,4,KSMF,38.695400,-121.591003,2384
2021,2,KEWR,40.692501,-74.168701,2383
2021,2,KBNA,36.124500,-86.678200,2380
2020,12,KJFK,40.639801,-73.778900,2378
2020,6,KSAN,32.733601,-117.190002,2376
2019,3,KSMF,38.695400,-121.591003,2364
2020,12,KPHL,39.871899,-75.241096,2357
2019,4,KHOU,29.645399,-95.278900,2349
2020,6,KDAL,32.847099,-96.851799,2344
2020,8,KMIA,25.793200,-80.290604,2342
2020,11,KJFK,40.639801,-73.778900,2340
2019,5,KRDU,35.877602,-78.787498,2338
2019,4,KSNA,33.675701,-117.867996,2333
2020,4,KMDW,41.785999,-87.752403,2327
2020,9,KPHL,39.871899,-75.241096,2325
2021,3,KAUS,30.194500,-97.669899,2324
2021,3,KSTL,38.748697,-90.370003,2323
2019,9,KIAD,38.944500,-77.455803,2322
2020,5,KBWI,39.175400,-76.668297,2320
2020,8,KTPA,27.975500,-82.533203,2318
2020,8,KCLT,35.214001,-80.943100,2312
2020,3,KOAK,37.721298,-122.221001,2302
2020,8,KLGA,40.777199,-73.872597,2299
2020,3,KSNA,33.675701,-117.867996,2297
2019,4,KDCA,38.852100,-77.037697,2293
2020,9,KEWR,40.692501,-74.168701,2289
2020,8,KJFK,40.639801,-73.778900,2289
2020,11,KLGA,40.777199,-73.872597,2287
2019,6,KIAD,38.944500,-77.455803,2284
2019,1,KEWR,40.692501,-74.168701,2284
2020,6,KBNA,36.124500,-86.678200,2271
2019,2,KIAH,29.984400,-95.341400,2269
2020,2,KPDX,45.588699,-122.598000,2268
2020,11,KSTL,38.748697,-90.370003,2267
2020,2,KIAD,38.944500,-77.455803,2266
2021,1,KJFK,40.639801,-73.778900,2265
2020,4,KDEN,39.861698,-104.672997,2258
2020,5,KSFO,37.618999,-122.375000,2255
2021,3,KPHL,39.871899,-75.241096,2255
2020,12,KLGA,40.777199,-73.872597,2254
2019,4,KOAK,37.721298,-122.221001,2251
2020,8,KDCA,38.852100,-77.037697,2248
2019,6,KSMF,38.695400,-121.591003,2247
2019,4,KMCI,39.297600,-94.713898,2242
2019,6,KDEN,39.861698,-104.672997,2240
2020,10,KSTL,38.748697,-90.370003,2239
2019,5,KSTL,38.748697,-90.370003,2235
2020,1,KIAD,38.944500,-77.455803,2231
2019,3,KOAK,37.721298,-122.221001,2229
2021,2,KJFK,40.639801,-73.778900,2229
2019,2,KEWR,40.692501,-74.168701,2228
2020,7,KAUS,30.194500,-97.669899,2226
2020,11,KRSW,26.536200,-81.755203,2224
2020,9,KSTL,38.748697,-90.370003,2209
2019,5,KSAT,29.533701,-98.469803,2201
2021,3,KDCA,38.852100,-77.037697,2200
2019,1,KBWI,39.175400,-76.668297,2189
2019,9,KSAT,29.533701,-98.469803,2186
2020,10,KMIA,25.793200,-80.290604,2181
2020,3,KIAD,38.944500,-77.455803,2167
2020,6,KFLL,26.072599,-80.152702,2164
2019,3,KSNA,33.675701,-117.867996,2157
2019,3,KHOU,29.645399,-95.278900,2153
2019,5,KIAD,38.944500,-77.455803,2152
2020,6,KBOS,42.364300,-71.005203,2147
2020,12,KSTL,38.748697,-90.370003,2145
2020,3,KPDX,45.588699,-122.598000,2140
2020,4,KSFO,37.618999,-122.375000,2139
2019,4,KTPA,27.975500,-82.533203,2137
2020,4,KBWI,39.175400,-76.668297,2133
2019,3,KFLL,26.072599,-80.152702,2133
2020,12,KSMF,38.695400,-121.591003,2130
2020,2,KSAT,29.533701,-98.469803,2125
2019,4,KBOS,42.364300,-71.005203,2123
2020,8,KPDX,45.588699,-122.598000,2118
2020,10,KLGA,40.777199,-73.872597,2110
2020,7,KSJC,37.362598,-121.929001,2109
2021,2,KDAL,32.847099,-96.851799,2108
2020,8,KHOU,29.645399,-95.278900,2106
2020,9,KJFK,40.639801,-73.778900,2103
2020,1,KSAT,29.533701,-98.469803,2102
2021,3,KSNA,33.675701,-117.867996,2100
2019,2,KSTL,38.748697,-90.370003,2097
2021,1,KPHL,39.871899,-75.241096,2095
2019,2,KBWI,39.175400,-76.668297,2091
2019,3,KMCI,39.297600,-94.713898,2089
2021,1,KSTL,38.748697,-90.370003,2075
2020,11,KSMF,38.695400,-121.591003,2073
2019,11,KPDX,45.588699,-122.598000,2062
2020,3,KAUS,30.194500,-97.669899,2061
2021,1,KLGA,40.777199,-73.872597,2061
2020,9,KLGA,40.777199,-73.872597,2055
2020,10,KSMF,38.695400,-121.591003,2043
2019,7,KSAT,29.533701,-98.469803,2037
2020,8,KMCI,39.297600,-94.713898,2034
2019,9,KAUS,30.194500,-97.669899,2028
2019,1,KSTL,38.748697,-90.370003,2025
2020,10,KPDX,45.588699,-122.598000,2024
2020,4,KSAN,32.733601,-117.190002,2020
2020,12,KPDX,45.588699,-122.598000,2016
2019,4,KAUS,30.194500,-97.669899,2010
2020,9,KTPA,27.975500,-82.533203,2000
2019,1,KOAK,37.721298,-122.221001,1995
2020,4,KSEA,47.449001,-122.308998,1989
2020,9,KPDX,45.588699,-122.598000,1986
2019,10,KMCO,28.429399,-81.308998,1984
2019,9,KMIA,25.793200,-80.290604,1983
2020,7,KPDX,45.588699,-122.598000,1979
2020,5,KSEA,47.449001,-122.308998,1977
2019,6,KSAT,29.533701,-98.469803,1968
2020,8,KSMF,38.695400,-121.591003,1966
2020,4,KBOS,42.364300,-71.005203,1964
2019,9,KIAH,29.984400,-95.341400,1963
2019,3,KBWI,39.175400,-76.668297,1962
2020,7,KSMF,38.695400,-121.591003,1954
2021,3,KSMF,38.695400,-121.591003,1945
2019,8,KSAT,29.533701,-98.469803,1938
2020,9,KMIA,25.793200,-80.290604,1936
2019,10,KIND,39.717300,-86.294403,1932
2020,7,KOAK,37.721298,-122.221001,1924
2019,10,KAUS,30.194500,-97.669899,1919
2019,6,KPDX,45.588699,-122.598000,1913
2020,4,KDTW,42.212399,-83.353401,1912
2019,2,KOAK,37.721298,-122.221001,1910
2019,1,KSNA,33.675701,-117.867996,1907
2020,5,KDEN,39.861698,-104.672997,1903
2020,6,KSTL,38.748697,-90.370003,1902
2020,11,KDCA,38.852100,-77.037697,1895
2020,8,KSJC,37.362598,-121.929001,1890
2020,1,KPDX,45.588699,-122.598000,1887
2019,1,KMDW,41.785999,-87.752403,1885
2021,3,KRDU,35.877602,-78.787498,1885
2020,11,KPDX,45.588699,-122.598000,1881
2020,6,KMIA,25.793200,-80.290604,1873
2019,6,KMCO,28.429399,-81.308998,1873
2020,10,KDCA,38.852100,-77.037697,1871
2019,2,KMCI,39.297600,-94.713898,1870
2020,7,KMCI,39.297600,-94.713898,1870
2019,2,KDTW,42.212399,-83.353401,1865
2019,11,KAUS,30.194500,-97.669899,1863
2020,3,KSAT,29.533701,-98.469803,1863
2019,7,KSMF,38.695400,-121.591003,1862
2019,1,KMCI,39.297600,-94.713898,1852
2019,2,KSNA,33.675701,-117.867996,1850
2019,4,KSAT,29.533701,-98.469803,1843
2020,9,KDCA,38.852100,-77.037697,1843
2021,3,KPDX,45.588699,-122.598000,1843
2021,1,KPDX,45.588699,-122.598000,1832
2021,2,KPHL,39.871899,-75.241096,1820
2019,4,KIAD,38.944500,-77.455803,1815
2019,11,KIND,39.717300,-86.294403,1808
2020,5,KCLT,35.214001,-80.943100,1807
2019,4,KPDX,45.588699,-122.598000,1802
2020,6,KDCA,38.852100,-77.037697,1800
2021,3,KSJC,37.362598,-121.929001,1800
2021,3,KMCI,39.297600,-94.713898,1798
2021,3,KOAK,37.721298,-122.221001,1798
2020,9,KSMF,38.695400,-121.591003,1796
2020,10,KRSW,26.536200,-81.755203,1790
2019,10,KCMH,39.998001,-82.891899,1786
2020,4,KCLT,35.214001,-80.943100,1775
2019,3,KSAT,29.533701,-98.469803,1769
2019,12,KIND,39.717300,-86.294403,1765
2020,3,KSLC,40.785749,-111.979746,1760
2020,8,KOAK,37.721298,-122.221001,1759
2021,2,KLGA,40.777199,-73.872597,1757
2019,3,KAUS,30.194500,-97.669899,1756
2020,4,KDAL,32.847099,-96.851799,1744
2019,7,KIND,39.717300,-86.294403,1742
2020,4,KBNA,36.124500,-86.678200,1740
2020,7,KHOU,29.645399,-95.278900,1737
2020,12,KDCA,38.852100,-77.037697,1731
2020,6,KDEN,39.861698,-104.672997,1730
2020,1,KAUS,30.194500,-97.669899,1726
2021,1,KSNA,33.675701,-117.867996,1725
2019,12,KAUS,30.194500,-97.669899,1724
2019,8,KIND,39.717300,-86.294403,1716
2019,3,KIAD,38.944500,-77.455803,1709
2021,2,KSTL,38.748697,-90.370003,1704
2020,5,KSAN,32.733601,-117.190002,1703
2019,12,KCMH,39.998001,-82.891899,1692
2020,8,KSNA,33.675701,-117.867996,1687
2019,11,KCMH,39.998001,-82.891899,1674
2020,12,KSNA,33.675701,-117.867996,1667
2021,1,KDCA,38.852100,-77.037697,1664
2020,1,KSLC,40.785749,-111.979746,1656
2019,1,KAUS,30.194500,-97.669899,1649
2020,7,KSNA,33.675701,-117.867996,1639
2019,5,KIND,39.717300,-86.294403,1636
2019,8,KCMH,39.998001,-82.891899,1634
2020,4,KPHL,39.871899,-75.241096,1629
2020,5,KDAL,32.847099,-96.851799,1623
2020,12,KOAK,37.721298,-122.221001,1614
2021,2,KSMF,38.695400,-121.591003,1608
2019,8,KSLC,40.785749,-111.979746,1607
2019,7,KSLC,40.785749,-111.979746,1602
2020,6,KMSP,44.882000,-93.221802,1594
2020,10,KOAK,37.721298,-122.221001,1588
2020,6,KDTW,42.212399,-83.353401,1583
2020,11,KOAK,37.721298,-122.221001,1581
2019,6,KIND,39.717300,-86.294403,1580
2019,9,KCMH,39.998001,-82.891899,1580
2020,12,KSJC,37.362598,-121.929001,1578
2019,2,KHOU,29.645399,-95.278900,1572
2019,3,KRDU,35.877602,-78.787498,1571
2019,5,KSLC,40.785749,-111.979746,1565
2020,1,KCMH,39.998001,-82.891899,1565
2020,5,KBNA,36.124500,-86.678200,1564
2020,6,KPHL,39.871899,-75.241096,1562
2021,3,KIAD,38.944500,-77.455803,1561
2020,4,KIAH,29.984400,-95.341400,1555
2021,1,KOAK,37.721298,-122.221001,1553
2019,4,KRDU,35.877602,-78.787498,1547
2020,11,KSJC,37.362598,-121.929001,1539
2020,5,KBOS,42.364300,-71.005203,1537
2020,11,KSNA,33.675701,-117.867996,1536
2021,1,KSJC,37.362598,-121.929001,1536
2020,12,KIAD,38.944500,-77.455803,1533
2020,4,KSTL,38.748697,-90.370003,1532
2020,7,KRSW,26.536200,-81.755203,1532
2021,2,KSNA,33.675701,-117.867996,1528
2020,9,KSJC,37.362598,-121.929001,1518
2019,1,KIAD,38.944500,-77.455803,1516
2021,3,KHOU,29.645399,-95.278900,1515
2019,1,KHOU,29.645399,-95.278900,1509
2020,2,KCMH,39.998001,-82.891899,1508
2020,9,KMCI,39.297600,-94.713898,1506
2019,9,KIND,39.717300,-86.294403,1499
2020,6,KSMF,38.695400,-121.591003,1497
2019,2,KAUS,30.194500,-97.669899,1495
2020,2,KAUS,30.194500,-97.669899,1495
2020,6,KSJC,37.362598,-121.929001,1489
2019,3,KIAH,29.984400,-95.341400,1483
2019,1,KRDU,35.877602,-78.787498,1482
2020,9,KOAK,37.721298,-122.221001,1481
2020,10,KRDU,35.877602,-78.787498,1476
2019,2,KSAT,29.533701,-98.469803,1473
2020,10,KSJC,37.362598,-121.929001,1466
2019,3,KDTW,42.212399,-83.353401,1459
2020,3,KTPA,27.975500,-82.533203,1458
2021,2,KPDX,45.588699,-122.598000,1458
2020,8,KAUS,30.194500,-97.669899,1454
2020,4,KDCA,38.852100,-77.037697,1451
2021,3,KMKE,42.947201,-87.896599,1450
2019,5,KPDX,45.588699,-122.598000,1448
2019,2,KSMF,38.695400,-121.591003,1444
2019,2,KSLC,40.785749,-111.979746,1439
2019,8,KRNO,39.499100,-119.767998,1438
2020,3,KCMH,39.998001,-82.891899,1438
2021,2,KDCA,38.852100,-77.037697,1433
2021,3,KSAT,29.533701,-98.469803,1430
2020,11,KMCI,39.297600,-94.713898,1413
2020,2,KSLC,40.785749,-111.979746,1410
2019,2,KRDU,35.877602,-78.787498,1403
2019,2,KBNA,36.124500,-86.678200,1402
2019,2,KIAD,38.944500,-77.455803,1397
2020,10,KIAD,38.944500,-77.455803,1395
2020,10,KSNA,33.675701,-117.867996,1393
2020,8,KRDU,35.877602,-78.787498,1392
2021,3,KIND,39.717300,-86.294403,1390
2021,2,KOAK,37.721298,-122.221001,1378
2020,6,KLGA,40.777199,-73.872597,1377
2021,1,KMCI,39.297600,-94.713898,1376
2019,7,KCMH,39.998001,-82.891899,1374
2020,4,KMSP,44.882000,-93.221802,1370
2020,12,KMCI,39.297600,-94.713898,1369
2020,6,KHOU,29.645399,-95.278900,1367
2020,11,KRDU,35.877602,-78.787498,1361
2019,8,KBOI,43.564400,-116.223000,1356
2020,10,KMCI,39.297600,-94.713898,1354
2021,1,KIAD,38.944500,-77.455803,1349
2019,3,KMIA,25.793200,-80.290604,1347
2020,4,KFLL,26.072599,-80.152702,1346
2020,6,KJFK,40.639801,-73.778900,1342
2020,1,KOMA,41.303200,-95.894096,1337
2019,1,KPDX,45.588699,-122.598000,1336
2019,2,KPDX,45.588699,-122.598000,1332
2019,12,KBOI,43.564400,-116.223000,1327
2020,8,KRSW,26.536200,-81.755203,1327
2019,12,KOMA,41.303200,-95.894096,1326
2021,1,KRDU,35.877602,-78.787498,1325
2019,1,KSAT,29.533701,-98.469803,1324
2020,3,KBOI,43.564400,-116.223000,1323
2020,5,KDCA,38.852100,-77.037697,1322
2019,5,KCMH,39.998001,-82.891899,1319
2020,4,KMIA,25.793200,-80.290604,1318
2020,5,KPHL,39.871899,-75.241096,1312
2020,7,KRDU,35.877602,-78.787498,1310
2021,2,KSJC,37.362598,-121.929001,1305
2020,6,KOAK,37.721298,-122.221001,1305
2019,10,KSLC,40.785749,-111.979746,1303
2019,9,KSLC,40.785749,-111.979746,1300
2020,9,KSNA,33.675701,-117.867996,1298
2019,3,KBNA,36.124500,-86.678200,1297
2019,6,KSLC,40.785749,-111.979746,1296
2020,11,KIAD,38.944500,-77.455803,1293
2021,2,KRDU,35.877602,-78.787498,1289
2019,4,KBNA,36.124500,-86.678200,1286
2020,2,KOMA,41.303200,-95.894096,1286
2019,6,KCMH,39.998001,-82.891899,1283
2019,10,KBOI,43.564400,-116.223000,1283
2020,11,KAUS,30.194500,-97.669899,1268
2019,11,KSLC,40.785749,-111.979746,1266
2020,8,KCMH,39.998001,-82.891899,1266
2020,5,KDTW,42.212399,-83.353401,1264
2020,1,KBOI,43.564400,-116.223000,1261
2021,2,KMCI,39.297600,-94.713898,1260
2020,12,KRDU,35.877602,-78.787498,1252
2020,10,KTPA,27.975500,-82.533203,1243
2019,5,KOMA,41.303200,-95.894096,1241
2020,2,KBOI,43.564400,-116.223000,1236
2020,8,KIND,39.717300,-86.294403,1236
2019,4,KIND,39.717300,-86.294403,1235
2020,12,KSAT,29.533701,-98.469803,1233
2019,11,KOMA,41.303200,-95.894096,1231
2020,2,KMCO,28.429399,-81.308998,1228
2020,5,KSTL,38.748697,-90.370003,1223
2019,7,KMCO,28.429399,-81.308998,1220
2019,11,KBOI,43.564400,-116.223000,1217
2020,5,KMIA,25.793200,-80.290604,1216
2020,9,KRDU,35.877602,-78.787498,1212
2019,7,KBOI,43.564400,-116.223000,1206
2020,6,KMCI,39.297600,-94.713898,1205
2020,8,KIAD,38.944500,-77.455803,1196
2019,10,KRNO,39.499100,-119.767998,1184
2019,9,KCLE,41.411701,-81.849800,1182
2020,12,KBOI,43.564400,-116.223000,1180
2020,4,KSMF,38.695400,-121.591003,1179
2021,2,KIAD,38.944500,-77.455803,1175
2019,9,KRNO,39.499100,-119.767998,1173
2019,3,KIND,39.717300,-86.294403,1169
2019,12,KMKE,42.947201,-87.896599,1169
2021,3,KRNO,39.499100,-119.767998,1163
2020,5,KFLL,26.072599,-80.152702,1159
2019,8,KBUF,42.940498,-78.732201,1158
2019,1,KSLC,40.785749,-111.979746,1150
2019,3,KPDX,45.588699,-122.598000,1144
2020,5,KMSP,44.882000,-93.221802,1139
2020,4,KMCI,39.297600,-94.713898,1133
2020,7,KONT,34.056000,-117.600998,1128
2019,1,KBNA,36.124500,-86.678200,1118
2020,10,KBOI,43.564400,-116.223000,1116
2020,7,KIND,39.717300,-86.294403,1112
2020,4,KHOU,29.645399,-95.278900,1110
2020,11,KBOI,43.564400,-116.223000,1109
2019,8,KCLE,41.411701,-81.849800,1107
2019,10,KMKE,42.947201,-87.896599,1106
2020,9,KSLC,40.785749,-111.979746,1106
2019,9,KBOI,43.564400,-116.223000,1105
2020,3,KOMA,41.303200,-95.894096,1100
2020,12,KHOU,29.645399,-95.278900,1100
2019,7,KRNO,39.499100,-119.767998,1100
2020,11,KMCO,28.429399,-81.308998,1089
2019,12,KSLC,40.785749,-111.979746,1089
2020,4,KSJC,37.362598,-121.929001,1084
2021,3,KCMH,39.998001,-82.891899,1084
2020,8,KIAH,29.984400,-95.341400,1084
2019,10,KBUF,42.940498,-78.732201,1079
2021,1,KSAT,29.533701,-98.469803,1078
2020,6,KEWR,40.692501,-74.168701,1077
2019,11,KBUF,42.940498,-78.732201,1076
2019,8,KTUS,32.115004,-110.938053,1076
2020,8,KONT,34.056000,-117.600998,1076
2019,3,KTUS,32.115004,-110.938053,1067
2020,12,KMCO,28.429399,-81.308998,1067
2021,3,KBOI,43.564400,-116.223000,1055
2019,7,KIAH,29.984400,-95.341400,1053
2020,9,KRSW,26.536200,-81.755203,1051
2021,1,KBOI,43.564400,-116.223000,1047
2019,5,KTUS,32.115004,-110.938053,1044
2020,10,KSAT,29.533701,-98.469803,1043
2020,6,KRSW,26.536200,-81.755203,1042
2021,3,KTUS,32.115004,-110.938053,1041
2019,4,KTUS,32.115004,-110.938053,1037
2019,4,KSLC,40.785749,-111.979746,1036
2020,5,KSMF,38.695400,-121.591003,1032
2019,6,KRNO,39.499100,-119.767998,1028
2019,7,KTUS,32.115004,-110.938053,1017
2020,6,KAUS,30.194500,-97.669899,1017
2020,6,KSNA,33.675701,-117.867996,1016
2020,9,KIAD,38.944500,-77.455803,1003
2020,5,KMCI,39.297600,-94.713898,1002
2020,6,KPDX,45.588699,-122.598000,1001
2020,8,KBOI,43.564400,-116.223000,998
2019,10,KTUL,36.198399,-95.888100,996
2019,3,KRNO,39.499100,-119.767998,995
2019,1,KSMF,38.695400,-121.591003,994
2020,10,KAUS,30.194500,-97.669899,993
2020,7,KCMH,39.998001,-82.891899,990
2019,7,KMSY,29.993401,-90.258003,989
2019,9,KBUF,42.940498,-78.732201,989
2019,3,KSLC,40.785749,-111.979746,989
2019,10,KCLE,41.411701,-81.849800,987
2020,9,KIND,39.717300,-86.294403,986
2019,8,KMKE,42.947201,-87.896599,980
2019,12,KBUF,42.940498,-78.732201,980
2019,6,KOMA,41.303200,-95.894096,979
2020,5,KSJC,37.362598,-121.929001,966
2019,12,KCLE,41.411701,-81.849800,960
2020,4,KIAD,38.944500,-77.455803,955
2019,2,KTUS,32.115004,-110.938053,953
2021,3,KOKC,35.393101,-97.600700,952
2020,11,KCMH,39.998001,-82.891899,951
2020,8,KOMA,41.303200,-95.894096,944
2020,9,KBOI,43.564400,-116.223000,943
2021,1,KIND,39.717300,-86.294403,939
2019,4,KOMA,41.303200,-95.894096,937
2019,2,KIND,39.717300,-86.294403,936
2019,1,KTUS,32.115004,-110.938053,933
2020,7,KIAD,38.944500,-77.455803,933
2019,7,KBUF,42.940498,-78.732201,931
2020,2,KMKE,42.947201,-87.896599,931
2020,4,KOAK,37.721298,-122.221001,928
2019,6,KTUS,32.115004,-110.938053,928
2019,11,KTUL,36.198399,-95.888100,927
2020,11,KSAT,29.533701,-98.469803,924
2021,1,KTUS,32.115004,-110.938053,922
2020,7,KSAT,29.533701,-98.469803,918
2021,2,KHOU,29.645399,-95.278900,916
2019,11,KMKE,42.947201,-87.896599,916
2020,12,KTUS,32.115004,-110.938053,914
2021,1,KRNO,39.499100,-119.767998,908
2020,5,KOAK,37.721298,-122.221001,904
2020,12,KCMH,39.998001,-82.891899,900
2020,9,KONT,34.056000,-117.600998,897
2020,2,KCLE,41.411701,-81.849800,894
2020,9,KHOU,29.645399,-95.278900,894
2020,5,KHOU,29.645399,-95.278900,891
2019,1,KRNO,39.499100,-119.767998,890
2019,11,KCLE,41.411701,-81.849800,889
2019,5,KIAH,29.984400,-95.341400,889
2021,3,KOMA,41.303200,-95.894096,888
2020,4,KRSW,26.536200,-81.755203,886
2020,10,KOMA,41.303200,-95.894096,886
2020,6,KONT,34.056000,-117.600998,885
2020,4,KPDX,45.588699,-122.598000,884
2019,2,KRNO,39.499100,-119.767998,884
2020,1,KTUL,36.198399,-95.888100,884
2021,2,KBOI,43.564400,-116.223000,884
2020,11,KOMA,41.303200,-95.894096,873
2019,1,KTPA,27.975500,-82.533203,872
2019,9,KTUL,36.198399,-95.888100,872
2020,9,KOMA,41.303200,-95.894096,871
2020,4,KJFK,40.639801,-73.778900,869
2019,1,KIND,39.717300,-86.294403,865
2020,4,KRDU,35.877602,-78.787498,865
2020,10,KCMH,39.998001,-82.891899,860
2021,3,KBDL,41.938900,-72.683197,857
2020,1,KMKE,42.947201,-87.896599,855
2019,3,KOMA,41.303200,-95.894096,853
2020,7,KOMA,41.303200,-95.894096,851
2019,12,KTUL,36.198399,-95.888100,850
2020,6,KRDU,35.877602,-78.787498,849
2020,10,KHOU,29.645399,-95.278900,848
2021,1,KHOU,29.645399,-95.278900,847
2019,9,KMKE,42.947201,-87.896599,844
2020,5,KIAH,29.984400,-95.341400,843
2020,12,KOMA,41.303200,-95.894096,843
2020,9,KCMH,39.998001,-82.891899,843
2021,2,KTUS,32.115004,-110.938053,842
2019,12,KRSW,26.536200,-81.755203,839
2020,2,KTUL,36.198399,-95.888100,837
2021,1,KCMH,39.998001,-82.891899,837
2021,2,KRNO,39.499100,-119.767998,835
2020,7,KBOI,43.564400,-116.223000,832
2020,3,KTUL,36.198399,-95.888100,828
2020,12,KIND,39.717300,-86.294403,818
2019,4,KRNO,39.499100,-119.767998,818
2019,12,KCVG,39.048801,-84.667801,816
2019,8,KTUL,36.198399,-95.888100,815
2020,1,KBUF,42.940498,-78.732201,813
2021,2,KIND,39.717300,-86.294403,813
2019,10,KSDF,38.174400,-85.736000,808
2020,4,KLGA,40.777199,-73.872597,806
2020,9,KSAT,29.533701,-98.469803,805
2020,4,KSAT,29.533701,-98.469803,804
2019,11,KRNO,39.499100,-119.767998,801
2020,6,KIND,39.717300,-86.294403,793
2021,2,KSAT,29.533701,-98.469803,793
2020,11,KPIT,40.491501,-80.232903,787
