year,month,week,airline,count
2020,8,35,DAL,6163
2020,8,35,AAL,6758
2020,8,35,SKW,3381
2020,8,35,AAY,201
2020,8,35,UAL,3024
2020,8,35,SCX,243
2020,8,35,NKS,1360
2020,8,36,AAY,41
2020,8,36,SWA,1903
2020,8,36,DAL,921
2020,8,36,NKS,219
2020,8,36,JBU,153
2020,8,36,SCX,43
2020,8,36,SKW,484
2020,8,36,FFT,150
2020,8,36,UAL,420
2020,8,36,AAL,1127
2020,9,36,AAL,6095
2020,9,36,DAL,5421
2020,9,36,AAY,168
2020,9,36,UAL,2176
2020,9,36,SWA,10331
2020,9,36,NKS,1152
2020,9,36,SKW,2797
2020,9,36,JBU,810
2020,9,36,SCX,193
2020,9,36,FFT,715
2020,9,37,SKW,3307
2020,9,37,NKS,1047
2020,9,37,SCX,226
2020,9,37,SWA,9019
2020,9,37,FFT,954
2020,9,37,UAL,2610
2020,9,37,AAL,6900
2020,9,37,AAY,209
2020,9,37,DAL,6266
2020,9,37,JBU,981
2020,9,38,FFT,937
2020,9,38,JBU,976
2020,9,38,AAL,6903
2020,9,38,SCX,186
2020,9,38,DAL,6399
2020,9,38,SWA,8795
2020,9,38,AAY,175
2020,9,38,NKS,852
2020,9,38,SKW,3362
2020,9,38,UAL,2605
2020,9,39,FFT,928
2020,9,39,AAL,6874
2020,9,39,SKW,3445
2020,9,39,DAL,6537
2020,9,39,JBU,987
2020,9,39,SWA,8843
2020,9,39,NKS,895
2020,9,39,SCX,214
2020,9,39,UAL,2588
2020,9,39,AAY,205
2020,9,40,UAL,1121
2020,9,40,DAL,2689
2020,9,40,JBU,381
2020,9,40,FFT,376
2020,9,40,AAY,51
2020,9,40,NKS,331
2020,9,40,SCX,83
2020,9,40,SKW,1390
2020,9,40,AAL,2913
2020,9,40,SWA,3889
2020,10,40,NKS,591
2020,10,40,SCX,151
2020,10,40,SWA,5050
2020,10,40,SKW,1981
2020,10,40,UAL,1867
2020,10,40,AAL,4076
2020,10,40,JBU,765
2020,10,40,FFT,557
2020,10,40,DAL,3916
2020,10,40,AAY,166
2020,10,41,SKW,3565
2020,10,41,UAL,3315
2020,10,41,SWA,9550
2020,10,41,NKS,1103
2020,10,41,DAL,6703
2020,10,41,AAY,262
2020,10,41,FFT,947
2020,10,41,AAL,6887
2020,10,41,JBU,1327
2020,10,41,SCX,270
2020,10,42,AAL,7081
2020,10,42,SCX,287
2020,10,42,SWA,9452
2020,10,42,UAL,3278
2020,10,42,AAY,267
2020,10,42,SKW,3629
2020,10,42,FFT,959
2020,10,42,JBU,1287
2020,10,42,NKS,1280
2020,10,42,DAL,6777
2020,10,43,SCX,258
2020,10,43,AAY,267
2020,10,43,UAL,3407
2020,10,43,AAL,7137
2020,10,43,DAL,6525
2020,10,43,SWA,9225
2020,10,43,JBU,1212
2020,10,43,NKS,1251
2020,10,43,SKW,3740
2020,10,43,FFT,1040
2020,10,44,AAL,5934
2020,10,44,DAL,4786
2020,10,44,UAL,2872
2020,10,44,SCX,233
2020,10,44,NKS,1025
2020,10,44,AAY,171
2020,10,44,JBU,978
2020,10,44,SKW,3078
2020,10,44,SWA,7472
2020,10,44,FFT,865
2020,11,44,AAL,694
2020,11,44,FFT,150
2020,11,44,AAY,33
2020,11,44,DAL,678
2020,11,44,JBU,185
2020,11,44,SKW,464
2020,11,44,SWA,1019
2020,11,44,SCX,47
2020,11,44,UAL,481
2020,11,44,NKS,162
2020,11,45,AAY,207
2020,11,45,NKS,1284
2020,11,45,SKW,3786
2020,11,45,SWA,9509
2020,11,45,FFT,906
2020,11,45,SCX,292
2020,11,45,DAL,5868
2020,11,45,AAL,6986
2020,11,45,UAL,3495
2020,11,45,JBU,1246
2020,11,46,DAL,7081
2020,11,46,SCX,242
2020,11,46,NKS,1332
2020,11,46,AAY,191
2020,11,46,UAL,3400
2020,11,46,JBU,1201
2020,11,46,FFT,826
2020,11,46,SKW,3975
2020,11,46,AAL,6931
2020,11,46,SWA,9463
2020,11,47,FFT,945
2020,11,47,AAY,200
2020,11,47,SKW,4153
2020,11,47,DAL,7506
2020,11,47,SCX,249
2020,11,47,AAL,6879
2020,11,47,JBU,1491
2020,11,47,SWA,9977
2020,11,47,NKS,1721
2020,11,47,UAL,3456
2020,11,48,DAL,7209
2020,11,48,FFT,1048
2020,11,48,JBU,1768
2020,11,48,SKW,3899
2020,11,48,UAL,3448
2020,11,48,AAY,260
2020,11,48,AAL,6100
2020,11,48,SCX,340
2020,11,48,SWA,11402
2020,11,48,NKS,1997
2020,11,49,SCX,69
2020,11,49,AAL,1044
2020,11,49,DAL,1101
2020,11,49,NKS,269
2020,11,49,FFT,186
2020,11,49,SWA,1543
2020,11,49,UAL,571
2020,11,49,SKW,585
2020,11,49,JBU,289
2020,11,49,AAY,36
2020,12,49,UAL,2845
2020,12,49,AAL,5712
2020,12,49,JBU,1160
2020,12,49,AAY,129
2020,12,49,DAL,6610
2020,12,49,SKW,3530
2020,12,49,SCX,177
2020,12,49,NKS,1230
2020,12,49,SWA,7119
2020,12,49,FFT,667
2020,12,50,FFT,763
2020,12,50,SWA,7408
2020,12,50,UAL,3156
2020,12,50,NKS,1159
2020,12,50,AAY,151
2020,12,50,JBU,1080
2020,12,50,AAL,6413
2020,12,50,SKW,4406
2020,12,50,DAL,7975
2020,12,50,SCX,182
2020,12,51,DAL,7949
2020,12,51,SWA,8861
2020,12,51,UAL,3278
2020,12,51,AAL,6361
2020,12,51,JBU,1240
2020,12,51,NKS,1580
2020,12,51,SKW,4559
2020,12,51,FFT,864
2020,12,51,AAY,181
2020,12,51,SCX,255
2020,12,52,SWA,9972
2020,12,52,FFT,1076
2020,12,52,JBU,1494
2020,12,52,AAL,6135
2020,12,52,AAY,251
2020,12,52,DAL,6889
2020,12,52,SCX,311
2020,12,52,NKS,1895
2020,12,52,SKW,4618
2020,12,52,UAL,3662
2020,12,53,FFT,655
2020,12,53,NKS,1127
2020,12,53,SCX,196
2020,12,53,SWA,5945
2020,12,53,AAL,3853
2020,12,53,UAL,2255
2020,12,53,JBU,940
2020,12,53,AAY,176
2020,12,53,DAL,4604
2020,12,53,SKW,2875
2021,1,1,NKS,1388
2021,1,1,AAY,134
2021,1,1,SCX,202
2021,1,1,JBU,1154
2021,1,1,SWA,8628
2021,1,1,UAL,3053
2021,1,1,SKW,4367
2021,1,1,AAL,6067
2021,1,1,DAL,7368
2021,1,1,FFT,755
2021,1,2,NKS,1466
2021,1,2,JBU,1087
2021,1,2,FFT,804
2021,1,2,SWA,8299
2021,1,2,SCX,208
2021,1,2,AAL,6426
2021,1,2,DAL,7800
2021,1,2,UAL,3117
2021,1,2,AAY,167
2021,1,2,SKW,4442
2021,1,3,SCX,214
2021,1,3,UAL,3119
2021,1,3,AAL,6380
2021,1,3,SKW,4413
2021,1,3,FFT,888
2021,1,3,SWA,8553
2021,1,3,DAL,7789
2021,1,3,JBU,1146
2021,1,3,NKS,1522
2021,1,3,AAY,159
2021,1,4,AAY,162
2021,1,4,UAL,3006
2021,1,4,SCX,219
2021,1,4,JBU,1112
2021,1,4,AAL,6467
2021,1,4,NKS,1521
2021,1,4,DAL,7755
2021,1,4,SWA,8346
2021,1,4,SKW,4239
2021,1,4,FFT,880
2021,1,53,SCX,135
2021,1,53,AAY,96
2021,1,53,NKS,812
2021,1,53,UAL,1497
2021,1,53,JBU,632
2021,1,53,DAL,2994
2021,1,53,SKW,1802
2021,1,53,SWA,4106
2021,1,53,AAL,2579
2021,1,53,FFT,411
2021,2,5,AAL,6357
2021,2,5,DAL,7732
2021,2,5,JBU,940
2021,2,5,AAY,168
2021,2,5,FFT,902
2021,2,5,NKS,1521
2021,2,5,SCX,267
2021,2,5,SWA,8225
2021,2,5,UAL,2930
2021,2,5,SKW,4472
2021,2,6,DAL,7848
2021,2,6,AAY,245
2021,2,6,AAL,6372
2021,2,6,FFT,1120
2021,2,6,NKS,1567
2021,2,6,SWA,8282
2021,2,6,JBU,1544
2021,2,6,SCX,307
2021,2,6,SKW,4493
2021,2,6,UAL,3176
2021,2,7,DAL,7623
2021,2,7,SKW,4300
2021,2,7,AAY,274
2021,2,7,SWA,7462
2021,2,7,NKS,1511
2021,2,7,SCX,297
2021,2,7,AAL,5156
2021,2,7,UAL,3247
2021,2,7,FFT,1199
2021,2,7,JBU,1879
2021,2,8,DAL,8139
2021,2,8,FFT,1104
2021,2,8,SWA,9035
2021,2,8,UAL,3461
2021,2,8,JBU,1844
2021,2,8,AAY,290
2021,2,8,NKS,1633
2021,2,8,AAL,6418
2021,2,8,SKW,4743
2021,2,8,SCX,311
2021,3,9,AAL,7143
2021,3,9,SWA,9104
2021,3,9,JBU,1875
2021,3,9,UAL,3619
2021,3,9,AAY,328
2021,3,9,NKS,1642
2021,3,9,DAL,8754
2021,3,9,SKW,4936
2021,3,9,FFT,1136
2021,3,9,SCX,321
2021,3,10,SCX,296
2021,3,10,SKW,4497
2021,3,10,JBU,1718
2021,3,10,AAY,355
2021,3,10,SWA,9999
2021,3,10,FFT,1387
2021,3,10,NKS,1659
2021,3,10,UAL,3274
2021,3,10,DAL,7945
2021,3,10,AAL,7023
2021,3,11,SKW,4904
2021,3,11,AAY,496
2021,3,11,SCX,347
2021,3,11,UAL,3729
2021,3,11,DAL,8855
2021,3,11,AAL,7995
2021,3,11,SWA,12867
2021,3,11,NKS,2180
2021,3,11,JBU,2006
2021,3,11,FFT,1697
2021,3,12,DAL,9293
2021,3,12,JBU,2183
2021,3,12,FFT,1856
2021,3,12,UAL,3976
2021,3,12,AAL,8297
2021,3,12,NKS,2255
2021,3,12,SKW,5341
2021,3,12,SWA,13877
2021,3,12,SCX,367
2021,3,12,AAY,478
2021,3,13,AAY,179
2021,3,13,UAL,1585
2021,3,13,SKW,2305
2021,3,13,NKS,956
2021,3,13,DAL,4017
2021,3,13,FFT,784
2021,3,13,JBU,950
2021,3,13,SCX,138
2021,3,13,SWA,5958
2021,3,13,AAL,3599
